Symbol|Name|Date|mkt_val|rbics_econn|rbics_econ|rbics_sectn|rbics_sect|rbics_subsectn|rbics_subsect|rbics_indgrpn|rbics_indgrp|rbics_indn|rbics_ind|rbics_subindn|rbics_subind|msci_esg_env|msci_esg_gov|msci_esg_social|sales_total|sales_ps|sales_growth|MSCI ESG Ovr Score|MSCI ESG Ovr Score
CAH|Cardinal Health, Inc.|12/31/2007|20686.05|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151020|Healthcare Distributors|3515102020|Other Pharmaceuticals Distributors|351510202010|Other Pharmaceuticals Distributors|6.03000020980835|5.80000019073486|5.94000005722046|89386.1|214.608351865579|4.56092205724606|4.3899998664856|BBB
CCL.U|Carnival Corporation|12/31/2007|35013.63|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101010|Accommodation Providers|1510101010|Cruise Lines|151010101010|Ocean-Going Cruise Lines|4.8899998664856|3.13000011444092|3.35999989509583|13033|15.7403381642512|10.0760135135135|3.60999989509583|BB
CAT|Caterpillar Inc.|12/31/2007|45276.43388304|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102025|Natural Resource and Construction Machinery Makers|4010202530|Natural Resource/Construction Machinery Products|401020253010|Natural Resource/Construction Machinery Products|4.55999994277954|5.98999977111816|4.03000020980835|44958|68.1698256254738|8.28817111062938|3.90000009536743|BB
CBRE|CB Richard Ellis Group Inc.|12/31/2007|4344.3634576|30|Finance|3025|Real Estate|302515|Real Estate Investment and Services|30251510|Other Real Estate Investment and Services|3025151010|Commercial Real Estate Services and Brokerage|302515101010|Commercial Real Estate Services and Brokers|4.01999998092651|5.51999998092651|4.71999979019165|6034.249|25.6800087007122|49.6579511992355|1.48000001907349|B
CBS|CBS Corporation Class B|12/31/2007|18309.275|15|Consumer Services|1515|Media and Publishing Services|151510|Media and Publishing Services|15151015|Entertainment and Programming Providers|1515101510|Other Entertainment and Programming Providers|151510151025|General Entertainment and Programming|1.91999995708466|4.71000003814697|4.61999988555908|14072.9|19.4942512813409|-1.77083187916184|3.48000001907349|BB
CELG|Celgene Corporation|12/31/2007|18628.38674938|35|Healthcare|3510|Biopharmaceuticals|351010|Non-System-Specific Biopharmaceuticals|35101015|Oncology Biopharmaceuticals|3510101520|Other Oncology Biopharmaceuticals|351010152010|Other Oncology Biopharmaceuticals|2.35999989509583|3.60999989509583|3.47000002861023|1405.82|1.62764149326862|56.3980673576801|2.85999989509583|BB
CNP|CenterPoint Energy, Inc.|12/31/2007|5532.99|65|Utilities|6510|Utilities|651010|Energy Utilities|65101015|Natural Gas Utilities|6510101515|United States Natural Gas Utilities|651010151515|United States Natural Gas Utilities|3.70000004768372|4.3899998664856|5.21000003814697|9623|28.0957761447211|3.26215259147977|2.09999990463257|B
CTX|Centex Corp.|12/31/2007|3088.05439968|30|Finance|3025|Real Estate|302510|Home Builders and Manufactured Buildings|30251010|Home Builders|3025101010|Home Builders|302510101010|Home Builders|2.52999997138977|1.87999999523163|2.84999990463257|8202.333|98.6218159060974|-38.8029044833595|0.389999985694885|CCC
CTL|CenturyLink, Inc.|12/31/2007|4498.06737456|60|Telecommunications|6010|Telecommunications|601015|Wireless and Wireline Telecommunications Services|60101515|Wireline Services|6010151530|United States Wireline Services|601015153015|Other United States Wireline Voice Services|1.12999999523163|4.5|2.89000010490417|2656.241|23.487019647373|8.51854575463799|2.11999988555908|B
SCHW|Charles Schwab Corporation|12/31/2007|29658.8651009|30|Finance|3020|Investment Services|302010|Investment Services|30201025|Securities Sales and Trading Services|3020102510|Brokerage Services|302010251035|Retail Brokerage Services|5|4.3899998664856|5.25|5617|4.59656301145663|1.04335312106494|5.01000022888184|BBB
CHK|Chesapeake Energy Corporation|12/31/2007|20036.9779232|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151020|US Southern Fossil Fuel Exploration/Production|251015102020|Mid-Continent Fossil Fuel Exploration/Production|3.75|6.21999979019165|4.03999996185303|6957|14.0636550308008|17.898145018345|2.97000002861023|BB
CVX|Chevron Corporation|12/31/2007|195100.20167346|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101520|Other Fossil Fuel Exploration and Production|2510152025|Multinational Fossil Fuel Exploration/Production|251015202510|Multinational Fossil Fuel Exploration/Production|6.67999982833862|6.17000007629395|5.5|214091|100.417917448405|4.48968236924819|7.46999979019165|AA
CB.1|Chubb Corporation|12/31/2007|20448.39279734|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102010|Commercial Insurance|301510201025|Diversified Commercial Insurance|3.97000002861023|3.47000002861023|4.30000019073486|14181|35.4259305520859|1.42325847518238|3.55999994277954|BB
CIEN|Ciena Corporation|12/31/2007|2959.11307359|55|Technology|5515|Hardware|551515|Communications Equipment|55151535|Wide Area Networking Equipment|5515153530|Other Wide Area Networking Equipment|551515353010|Other Wide Area Networking (WAN) Equipment|2.9300000667572|4.30000019073486|3.4300000667572|779.769|7.82869161881049|38.2431886195697|1.69000005722046|B
CI|Cigna Corporation|12/31/2007|15022.26324|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151010|Health Plan Providers|3515101015|Other Health Plans|351510101510|Other Health Plans|4.03999996185303|7|7.05000019073486|17663|61.2592428173078|6.46133445844132|7.1100001335144|A
CINF|Cincinnati Financial Corporation|12/31/2007|6563.64|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102010|Commercial Insurance|301510201045|Multi-Type Commercial Insurance|4.13000011444092|4.63000011444092|4.6100001335144|4274|24.8304772495559|-6.06593406593407|4.30999994277954|BBB
CTAS|Cintas Corporation|12/31/2007|5166.63092686|10|Business Services|1010|Business Services|101020|Business Support Services|10102010|Facilities and Other Support Services|1010201015|Other Support Services|101020101510|Linen and Uniform Supply Services|5.30999994277954|5.40000009536743|4.98999977111816|3822.466|23.1410788640776|6.71988050617364|4.28000020980835|BB
CCTYQ|Circuit City Stores, Inc.|12/31/2007|707.1870036|20|Consumer Cyclicals|2025|Consumer Retail|202515|Electronics and Entertainment Retail|20251510|Electronics Retail|2025151020|Consumer Electronics Stores|202515102010|Consumer Electronics Stores|3.47000002861023|4.80000019073486|3.05999994277954|12026.85|72.9242936262086|-2.90321161300792|1.42999994754791|B
CSCO|Cisco Systems, Inc.|12/31/2007|164639.1318|55|Technology|5515|Hardware|551515|Communications Equipment|55151525|Other Communications Equipment|5515152510|General Communications Equipment|551515251010|General Communications Equipment|7.42000007629395|7.30000019073486|7.21999979019165|36292|5.57414205905826|20.4993691480178|8.07999992370605|AA
CITGQ|CIT Group Inc. (Old)|12/31/2007|4563.91224009|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|NA|NA|NA|8336|41.8192171859653|20.3285361664044|NA|@NA
C|Citigroup Inc.|12/31/2007|147040.47988992|30|Finance|3020|Investment Services|302010|Investment Services|30201030|Diversified Investment|3020103010|Diversified Investment|302010301010|Diversified Investment|5.63000011444092|6.1100001335144|5.34000015258789|161516|322.254919624447|10.187402359073|5.71999979019165|A
FTR|Citizens Communications Co.|12/31/2007|4172.24477|60|Telecommunications|6010|Telecommunications|601015|Wireless and Wireline Telecommunications Services|60101515|Wireline Services|6010151530|United States Wireline Services|601015153015|Other United States Wireline Voice Services|2.03999996185303|4.42000007629395|3.17000007629395|2249.315|103.256603276958|11.0571565548367|2.8199999332428|B
CTXS|Citrix Systems, Inc.|12/31/2007|7121.5536|55|Technology|5520|Software and Consulting|552015|Software|55201535|IT Infrastructure Software|5520153530|Network Infrastructure Software|552015353010|Network Administration Software|5.34999990463257|7.44999980926514|7.44000005722046|1391.942|7.42844487138435|22.7116886872211|5.71999979019165|A
CCU.1|Clear Channel Communications Inc.|12/31/2007|NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|1.77999997138977|3.85999989509583|3.76999998092651|NA|NA|NA|1.91999995708466|B
CLX|Clorox Company|12/31/2007|9049.30886524|50|Consumer Non-Cyclicals|5020|Household Products|502020|Personal Care and Cleaning Products|50202025|General Personal Care and Cleaning Products Makers|5020202510|General Personal Care and Cleaning Products Makers|502020251010|General Personal Care and Cleaning Products Makers|5.09999990463257|5.28999996185303|5.11999988555908|5010|31.4873160749667|5.74081891093288|5.07999992370605|BBB
CME|CME Group Inc. Class A|12/31/2007|36550.766|30|Finance|3020|Investment Services|302010|Investment Services|30201025|Securities Sales and Trading Services|3020102525|Securities Exchanges and ECNs|302010252515|Securities Exchanges|4.51999998092651|5.96999979019165|5.32000017166138|1756.101|7.96291291631714|61.1016111069319|4.48999977111816|BBB
CMS|CMS Energy Corporation|12/31/2007|3913.03748|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102010|United States Midwest Electric Utilities|4.17000007629395|3.76999998092651|3.66000008583069|6512|29.0386343216532|-1.86859553948162|2.14000010490417|B
TPR|Coach Inc.|12/31/2007|10773.64992198|20|Consumer Cyclicals|2010|Consumer Goods|201010|Apparel and Accessory Products|20101010|Accessories Production|2010101015|Leather, Handbags and Luggage Goods|201010101510|Leather, Handbags and Luggage Goods Production|2.9300000667572|5.5|5.98999977111816|2932.167|6.92305409215701|22.0489316748056|4.28999996185303|BBB
KO|Coca-Cola Company|12/31/2007|142255.66|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151510|Beverages Production|5015151020|Non-Alcoholic Beverage Production|501515102035|Multi-Type Non-Alcoholic Beverages Makers|7.57999992370605|6|6.8899998664856|28857|6.22222222222222|19.798239787446|8.9399995803833|AAA
CCE|Coca-Cola European Partners Plc|12/31/2007|12675.3979822496|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151510|Beverages Production|5015151020|Non-Alcoholic Beverage Production|501515102015|Non-Alcoholic Beverage Bottling and Distribution|NA|NA|NA|20936.0000000699|43.2669674040108|5.52419354842789|NA|@NA
CTSH|Cognizant Technology Solutions Corporation Class A|12/31/2007|9775.12728|55|Technology|5520|Software and Consulting|552020|Technology Consulting Services|55202020|Information Technology Consulting|5520202010|Information Technology Consulting|552020201030|Multi-Tactic Enterprise Solutions Consulting|5.34999990463257|5.96999979019165|6.69999980926514|2135.577|3.51717101514198|49.9421807849231|2.85999989509583|BB
CL|Colgate-Palmolive Company|12/31/2007|39684.35308596|50|Consumer Non-Cyclicals|5020|Household Products|502020|Personal Care and Cleaning Products|50202025|General Personal Care and Cleaning Products Makers|5020202510|General Personal Care and Cleaning Products Makers|502020251010|General Personal Care and Cleaning Products Makers|5.94999980926514|7.28999996185303|6.8899998664856|13789.7|12.6813500091962|12.6821216405043|7.48000001907349|AA
CMCSA|Comcast Corporation Class A|12/31/2007|54981.49878958|60|Telecommunications|6010|Telecommunications|601010|Other Telecommunications Services|60101025|Other United States Telecommunications Services|6010102510|Other United States Telecommunications Services|601010251015|United States Video and Television Services|3.17000007629395|4.1399998664856|3.76999998092651|30895|4.93688079258549|22.1822352289805|2.33999991416931|B
CMA|Comerica Incorporated|12/31/2007|6528.98438715|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201020|United States Midwest and West Commercial Banks|301020102010|United States Midwest Commercial Banks|5.1399998664856|5.26999998092651|6.28999996185303|4616|29.7483870967742|7.9766081871345|4.67999982833862|BBB
COBA|Commerce Bancorp NJ|12/31/2007|7465.29052646|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201015|United States East and South Commercial Banks|301020101520|United States Northeast Commercial Banks|3.69000005722046|4.40000009536743|6.34999990463257|3174.698|15.9491300011083|10.6070202943994|4.28999996185303|BBB
DXC|Computer Sciences Corporation|12/31/2007|8095.17759852|55|Technology|5520|Software and Consulting|552020|Technology Consulting Services|55202020|Information Technology Consulting|5520202010|Information Technology Consulting|552020201025|General Information Technology (IT) Consulting|NA|NA|NA|16073.4|82.6498194544129|9.21135775290978|NA|@NA
CPWR.1|Compuware Corporation|12/31/2007|2435.02261104|55|Technology|5520|Software and Consulting|552020|Technology Consulting Services|55202020|Information Technology Consulting|5520202010|Information Technology Consulting|552020201030|Multi-Tactic Enterprise Solutions Consulting|NA|NA|NA|1203.724|3.45617109300874|-0.473849791848375|NA|@NA
CAG|Conagra Brands, Inc.|12/31/2007|11595.15728709|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151515|Food Production|5015151520|General Food Manufacturing and Processing|501515152010|General Food Manufacturing and Processing|5.48000001907349|6|5.34999990463257|12717.5|23.7195819365017|9.34329538810745|2.94000005722046|BB
COP|ConocoPhillips|12/31/2007|138757.2998167|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101520|Other Fossil Fuel Exploration and Production|2510152025|Multinational Fossil Fuel Exploration/Production|251015202510|Multinational Fossil Fuel Exploration/Production|6.28000020980835|5.82999992370605|5.6100001335144|187437|113.87984463391|2.06207459842091|6.90000009536743|A
CNX|CONSOL Energy Inc.|12/31/2007|13037.49687696|25|Energy|2510|Upstream Energy|251010|Coal and Uranium Mining|25101020|Other International Coal Mining|2510102010|Other International Coal Mining|251010201020|Multinational Coal Mining|2.9300000667572|5.5|6.05999994277954|3572.553|19.3617910458103|0.796883116003703|4.09000015258789|BB
ED|Consolidated Edison, Inc.|12/31/2007|13288.4150949|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102015|United States Northeast Electric Utilities|7|7.15999984741211|6.80000019073486|13127|49.1133557800224|7.83701634765465|8.02000045776367|AA
STZ|Constellation Brands, Inc. Class A|12/31/2007|5040.454494528|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|2.91000008583069|5.42000007629395|5|4030.8|19.9687629197483|-21.3052074484773|3.77999997138977|BB
CEG|Constellation Energy Group Inc.|12/31/2007|18295.16693624|65|Utilities|6510|Utilities|651010|Energy Utilities|65101025|Wholesale Power Generation and Marketing|6510102530|US Traditional Fuel Wholesale Power|651010253010|US Fossil Fuel Wholesale Power|5.48000001907349|5.67999982833862|4.19999980926514|21081.5|116.127123287671|8.96915689304932|5.32000017166138|BBB
CVG|Convergys Corporation|12/31/2007|2110.172|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|1.95000004768372|5.8600001335144|5.6399998664856|2844.3|20.6557734204793|1.95354505699333|4.28999996185303|BBB
CBE|Cooper Industries PLC Cl A|12/31/2007|9489.52344824|55|Technology|5510|Electronic Components and Manufacturing|551025|Electronic Equipment Manufacturing|55102510|Electronics Manufacturing Equipment|5510251010|Electronics Manufacturing Equipment Manufacturing|551025101010|Electronics Manufacturing Equipment Manufacturing|5.15000009536743|6.17000007629395|7.17000007629395|5903.1|31.8178388167824|13.8583497280407|5.69999980926514|BBB
GLW|Corning Inc|12/31/2007|37616.32|45|Non-Energy Materials|4515|Mining and Mineral Products|451515|Minerals|45151510|Nonmetallic Minerals Products|4515151020|Industrial Glass Products Manufacturing|451515102010|Industrial Glass Products Manufacturing|5.53999996185303|5.80999994277954|5.05000019073486|5860|3.65564566437929|13.2586006957866|4.96999979019165|BBB
