Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social,sales_total,sales_ps,sales_growth
CHK,Chesapeake Energy Corporation,12/31/2007,20036.97792,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Mid-Continent Fossil Fuel Exploration/Production,3.75,6.21999979,4.039999962,6957,14.06365503,17.89814502
CVX,Chevron Corporation,12/31/2007,195100.2017,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101520,Other Fossil Fuel Exploration and Production,2510152025,Multinational Fossil Fuel Exploration/Production,2.51015E+11,Multinational Fossil Fuel Exploration/Production,6.679999828,6.170000076,5.5,214091,100.4179174,4.489682369
CB.1,Chubb Corporation,12/31/2007,20448.3928,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102010,Commercial Insurance,3.0151E+11,Diversified Commercial Insurance,3.970000029,3.470000029,4.300000191,14181,35.42593055,1.423258475
CIEN,Ciena Corporation,12/31/2007,2959.113074,55,Technology,5515,Hardware,551515,Communications Equipment,55151535,Wide Area Networking Equipment,5515153530,Other Wide Area Networking Equipment,5.51515E+11,Other Wide Area Networking (WAN) Equipment,2.930000067,4.300000191,3.430000067,779.769,7.828691619,38.24318862
CI,Cigna Corporation,12/31/2007,15022.26324,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151010,Health Plan Providers,3515101015,Other Health Plans,3.5151E+11,Other Health Plans,4.039999962,7,7.050000191,17663,61.25924282,6.461334458
CINF,Cincinnati Financial Corporation,12/31/2007,6563.64,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102010,Commercial Insurance,3.0151E+11,Multi-Type Commercial Insurance,4.130000114,4.630000114,4.610000134,4274,24.83047725,-6.065934066
CTAS,Cintas Corporation,12/31/2007,5166.630927,10,Business Services,1010,Business Services,101020,Business Support Services,10102010,Facilities and Other Support Services,1010201015,Other Support Services,1.0102E+11,Linen and Uniform Supply Services,5.309999943,5.400000095,4.989999771,3822.466,23.14107886,6.719880506
CCTYQ,"Circuit City Stores, Inc.",12/31/2007,707.1870036,20,Consumer Cyclicals,2025,Consumer Retail,202515,Electronics and Entertainment Retail,20251510,Electronics Retail,2025151020,Consumer Electronics Stores,2.02515E+11,Consumer Electronics Stores,3.470000029,4.800000191,3.059999943,12026.85,72.92429363,-2.903211613
CSCO,"Cisco Systems, Inc.",12/31/2007,164639.1318,55,Technology,5515,Hardware,551515,Communications Equipment,55151525,Other Communications Equipment,5515152510,General Communications Equipment,5.51515E+11,General Communications Equipment,7.420000076,7.300000191,7.21999979,36292,5.574142059,20.49936915
CITGQ,CIT Group Inc. (Old),12/31/2007,4563.91224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8336,41.81921719,20.32853617
C,Citigroup Inc.,12/31/2007,147040.4799,30,Finance,3020,Investment Services,302010,Investment Services,30201030,Diversified Investment,3020103010,Diversified Investment,3.0201E+11,Diversified Investment,5.630000114,6.110000134,5.340000153,161516,322.2549196,10.18740236
FTR,Citizens Communications Co.,12/31/2007,4172.24477,60,Telecommunications,6010,Telecommunications,601015,Wireless and Wireline Telecommunications Services,60101515,Wireline Services,6010151530,United States Wireline Services,6.01015E+11,Other United States Wireline Voice Services,2.039999962,4.420000076,3.170000076,2249.315,103.2566033,11.05715655
CTXS,"Citrix Systems, Inc.",12/31/2007,7121.5536,55,Technology,5520,Software and Consulting,552015,Software,55201535,IT Infrastructure Software,5520153530,Network Infrastructure Software,5.52015E+11,Network Administration Software,5.349999905,7.449999809,7.440000057,1391.942,7.428444871,22.71168869
CCU.1,Clear Channel Communications Inc.,12/31/2007,-,-,-,-,-,-,-,-,-,-,-,-,-,1.779999971,3.859999895,3.769999981,-,-,-
CLX,Clorox Company,12/31/2007,9049.308865,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,5.099999905,5.289999962,5.119999886,5010,31.48731607,5.740818911
CME,CME Group Inc. Class A,12/31/2007,36550.766,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102525,Securities Exchanges and ECNs,3.0201E+11,Securities Exchanges,4.519999981,5.96999979,5.320000172,1756.101,7.962912916,61.10161111
CMS,CMS Energy Corporation,12/31/2007,3913.03748,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Midwest Electric Utilities,4.170000076,3.769999981,3.660000086,6512,29.03863432,-1.868595539
TPR,Coach Inc.,12/31/2007,10773.64992,20,Consumer Cyclicals,2010,Consumer Goods,201010,Apparel and Accessory Products,20101010,Accessories Production,2010101015,"Leather, Handbags and Luggage Goods",2.0101E+11,"Leather, Handbags and Luggage Goods Production",2.930000067,5.5,5.989999771,2932.167,6.923054092,22.04893167
KO,Coca-Cola Company,12/31/2007,142255.66,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,Multi-Type Non-Alcoholic Beverages Makers,7.579999924,6,6.889999866,28857,6.222222222,19.79823979
CCE,Coca-Cola European Partners Plc,12/31/2007,12675.39798,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,Non-Alcoholic Beverage Bottling and Distribution,-,-,-,20936,43.2669674,5.524193548
CTSH,Cognizant Technology Solutions Corporation Class A,12/31/2007,9775.12728,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,Multi-Tactic Enterprise Solutions Consulting,5.349999905,5.96999979,6.699999809,2135.577,3.517171015,49.94218078
CL,Colgate-Palmolive Company,12/31/2007,39684.35309,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,5.949999809,7.289999962,6.889999866,13789.7,12.68135001,12.68212164
CMCSA,Comcast Corporation Class A,12/31/2007,54981.49879,60,Telecommunications,6010,Telecommunications,601010,Other Telecommunications Services,60101025,Other United States Telecommunications Services,6010102510,Other United States Telecommunications Services,6.0101E+11,United States Video and Television Services,3.170000076,4.139999866,3.769999981,30895,4.936880793,22.18223523
CMA,Comerica Incorporated,12/31/2007,6528.984387,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201020,United States Midwest and West Commercial Banks,3.0102E+11,United States Midwest Commercial Banks,5.139999866,5.269999981,6.289999962,4616,29.7483871,7.976608187
COBA,Commerce Bancorp NJ,12/31/2007,7465.290526,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201015,United States East and South Commercial Banks,3.0102E+11,United States Northeast Commercial Banks,3.690000057,4.400000095,6.349999905,3174.698,15.94913,10.60702029
DXC,Computer Sciences Corporation,12/31/2007,8095.177599,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,General Information Technology (IT) Consulting,-,-,-,16073.4,82.64981945,9.211357753
CPWR.1,Compuware Corporation,12/31/2007,2435.022611,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,Multi-Tactic Enterprise Solutions Consulting,-,-,-,1203.724,3.456171093,-0.473849792
CAG,"Conagra Brands, Inc.",12/31/2007,11595.15729,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,5.480000019,6,5.349999905,12717.5,23.71958194,9.343295388
COP,ConocoPhillips,12/31/2007,138757.2998,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101520,Other Fossil Fuel Exploration and Production,2510152025,Multinational Fossil Fuel Exploration/Production,2.51015E+11,Multinational Fossil Fuel Exploration/Production,6.28000021,5.829999924,5.610000134,187437,113.8798446,2.062074598
CNX,CONSOL Energy Inc.,12/31/2007,13037.49688,25,Energy,2510,Upstream Energy,251010,Coal and Uranium Mining,25101020,Other International Coal Mining,2510102010,Other International Coal Mining,2.5101E+11,Multinational Coal Mining,2.930000067,5.5,6.059999943,3572.553,19.36179105,0.796883116
ED,"Consolidated Edison, Inc.",12/31/2007,13288.41509,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Northeast Electric Utilities,7,7.159999847,6.800000191,13127,49.11335578,7.837016348
STZ,"Constellation Brands, Inc. Class A",12/31/2007,5040.454495,-,-,-,-,-,-,-,-,-,-,-,-,2.910000086,5.420000076,5,4030.8,19.96876292,-21.30520745
CEG,Constellation Energy Group Inc.,12/31/2007,18295.16694,65,Utilities,6510,Utilities,651010,Energy Utilities,65101025,Wholesale Power Generation and Marketing,6510102530,US Traditional Fuel Wholesale Power,6.5101E+11,US Fossil Fuel Wholesale Power,5.480000019,5.679999828,4.199999809,21081.5,116.1271233,8.969156893
CVG,Convergys Corporation,12/31/2007,2110.172,-,-,-,-,-,-,-,-,-,-,-,-,1.950000048,5.860000134,5.639999866,2844.3,20.65577342,1.953545057
CBE,Cooper Industries PLC Cl A,12/31/2007,9489.523448,55,Technology,5510,Electronic Components and Manufacturing,551025,Electronic Equipment Manufacturing,55102510,Electronics Manufacturing Equipment,5510251010,Electronics Manufacturing Equipment Manufacturing,5.51025E+11,Electronics Manufacturing Equipment Manufacturing,5.150000095,6.170000076,7.170000076,5903.1,31.81783882,13.85834973
GLW,Corning Inc,12/31/2007,37616.32,45,Non-Energy Materials,4515,Mining and Mineral Products,451515,Minerals,45151510,Nonmetallic Minerals Products,4515151020,Industrial Glass Products Manufacturing,4.51515E+11,Industrial Glass Products Manufacturing,5.539999962,5.809999943,5.050000191,5860,3.655645664,13.2586007
COST,Costco Wholesale Corporation,12/31/2007,30342.94912,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101530,Warehouse Clubs and Superstores,5010153010,Warehouse Club Stores and Superstores,5.01015E+11,Warehouse Club Stores and Superstores,3.430000067,4.03000021,6.260000229,66058.061,140.7219961,7.621590144
CFC,Countrywide Financial Corp.,12/31/2007,5171.202132,30,Finance,3010,Banking,301015,Mortgage Banking,30101510,Mortgage Banking,3010151020,Residential Mortgage Banking and Services,3.01015E+11,Diversified Residential Mortgage Banking/Services,2,2.609999895,4.21999979,25863.38,41.42168065,17.88087548
CVH,Coventry Health Care Inc.,12/31/2007,9162.183,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151010,Health Plan Providers,3515101020,Other Managed Care,3.5151E+11,Other Managed Care,4.550000191,6,6.269999981,9879.531,62.78418501,26.52441301
COV,Covidien Plc,12/31/2007,22069.22078,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,-,-,-,-,20.46277666,-
CSX,CSX Corporation,12/31/2007,17937.87605,40,Industrials,4015,Industrial Services,401510,Cargo Transportation and Infrastructure Services,40151020,Road and Rail Transportation Operators,4015102010,Rail Transportation,4.0151E+11,United States Class I Railroad Transportation,4.710000038,5.420000076,5.489999771,10030,7.458136433,4.850512231
CMI,Cummins Inc.,12/31/2007,12877.107,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201010,Consumer Vehicle Parts Manufacturing,2020101015,Consumer Vehicle Powertrain and Chassis Makers,2.0201E+11,Powertrain Manufacturing,5.21999979,6.739999771,5.539999962,13048,65.27263632,14.83893681
CVS,CVS Health Corporation,12/31/2007,57099.16575,35,Healthcare,3515,Healthcare Services,351520,Miscellaneous Healthcare,35152035,Diversified Healthcare Services,3515203510,Diversified Healthcare Services,3.5152E+11,Diversified Healthcare Services,2.420000076,2.650000095,2.680000067,76325.5,55.64185741,74.20424615
DHI,"D.R. Horton, Inc.",12/31/2007,4148.246418,30,Finance,3025,Real Estate,302510,Home Builders and Manufactured Buildings,30251010,Home Builders,3025101010,Home Builders,3.0251E+11,Home Builders,3.059999943,4.690000057,3.789999962,10171.2,35.96466094,-32.26515363
DHR,Danaher Corporation,12/31/2007,27899.91616,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,2.809999943,2.329999924,3.779999971,11099.58,16.73336743,16.07797221
DRI,"Darden Restaurants, Inc.",12/31/2007,3970.3297,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101025,Restaurants and Bars,1510102510,Full-Service Restaurants and Bars,1.5101E+11,United States Full-Service Restaurants and Bars,4.389999866,6.53000021,4.789999962,5992.2,37.41330645,4.552578927
DF,Dean Foods Company,12/31/2007,3419.628572,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151515,Dairy and Dairy Alternative Production,5.01515E+11,Dairy Products Production,5.21999979,5.619999886,6.099999905,11821.903,172.2154703,16.11180966
DE,Deere & Company,12/31/2007,40938.91494,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102025,Natural Resource and Construction Machinery Makers,4010202510,Agriculture and Farming Machinery Manufacturing,4.0102E+11,Agriculture and Farming Machinery Manufacturing,4.610000134,6.309999943,5.71999979,24082.3,52.92791209,8.734501847
DELL,Dell Inc.,12/31/2007,54828.87,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152015,Computer Systems,5515201515,Multi-Type Business and Personal Systems,5.5152E+11,Multi-Type Business and Personal Systems,8.159999847,7.139999866,8.220000267,59614,25.28401585,2.471809681
DDR,Developers Diversified Realty Corp.,12/31/2007,4573.67847,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Retail Equity REITs,3.769999981,5.5,4.179999828,959.061,7.776743459,15.73776625
DVN,Devon Energy Corporation,12/31/2007,39495.06674,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Pan-US Fossil Fuel Exploration/Production,3.920000076,2.220000029,4.099999905,11362,25.24888889,6.535396156
DDS,"Dillard's, Inc. Class A",12/31/2007,1411.622663,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101510,Department Stores,5010151025,United States Department Stores,5.01015E+11,United States Department Stores,-,-,-,7504.13,94.85783851,-2.135786852
GMH,DirecTV Group Inc.,12/31/2007,26547.96085,-,-,-,-,-,-,-,-,-,-,-,-,3.450000048,4.639999866,3.849999905,17245.5,14.34775374,16.87506354
DFS,Discover Financial Services,12/31/2007,-,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101520,Credit Cards,3.0301E+11,Credit Cards,-,-,-,-,13.47540939,-
D,Dominion Energy Inc,12/31/2007,27378.65,65,Utilities,6510,Utilities,651010,Energy Utilities,65101025,Wholesale Power Generation and Marketing,6510102525,US Other and Mixed Wholesale Power,6.5101E+11,US Mixed Wholesale Power,3.869999886,4.610000134,4.630000114,15674,23.92246642,-4.169723649
