Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social
CCU.1,Clear Channel Communications Inc.,12/31/2007,-,-,-,-,-,-,-,-,-,-,-,-,-,1.779999971,3.859999895,3.769999981
CLX,Clorox Company,12/31/2007,9049.308865,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,5.099999905,5.289999962,5.119999886
CME,CME Group Inc. Class A,12/31/2007,36550.766,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102525,Securities Exchanges and ECNs,3.0201E+11,Securities Exchanges,4.519999981,5.96999979,5.320000172
CMS,CMS Energy Corporation,12/31/2007,3913.03748,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Midwest Electric Utilities,4.170000076,3.769999981,3.660000086
TPR,Coach Inc.,12/31/2007,10773.64992,20,Consumer Cyclicals,2010,Consumer Goods,201010,Apparel and Accessory Products,20101010,Accessories Production,2010101015,"Leather, Handbags and Luggage Goods",2.0101E+11,"Leather, Handbags and Luggage Goods Production",2.930000067,5.5,5.989999771
KO,Coca-Cola Company,12/31/2007,142255.66,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,Multi-Type Non-Alcoholic Beverages Makers,7.579999924,6,6.889999866
CCE,Coca-Cola European Partners Plc,12/31/2007,12675.39798,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,Non-Alcoholic Beverage Bottling and Distribution,-,-,-
CTSH,Cognizant Technology Solutions Corporation Class A,12/31/2007,9775.12728,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,Multi-Tactic Enterprise Solutions Consulting,5.349999905,5.96999979,6.699999809
CL,Colgate-Palmolive Company,12/31/2007,39684.35309,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,5.949999809,7.289999962,6.889999866
CMCSA,Comcast Corporation Class A,12/31/2007,54981.49879,60,Telecommunications,6010,Telecommunications,601010,Other Telecommunications Services,60101025,Other United States Telecommunications Services,6010102510,Other United States Telecommunications Services,6.0101E+11,United States Video and Television Services,3.170000076,4.139999866,3.769999981
CMA,Comerica Incorporated,12/31/2007,6528.984387,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201020,United States Midwest and West Commercial Banks,3.0102E+11,United States Midwest Commercial Banks,5.139999866,5.269999981,6.289999962
COBA,Commerce Bancorp NJ,12/31/2007,7465.290526,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201015,United States East and South Commercial Banks,3.0102E+11,United States Northeast Commercial Banks,3.690000057,4.400000095,6.349999905
DXC,Computer Sciences Corporation,12/31/2007,8095.177599,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,General Information Technology (IT) Consulting,-,-,-
CPWR.1,Compuware Corporation,12/31/2007,2435.022611,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,Multi-Tactic Enterprise Solutions Consulting,-,-,-
CAG,"Conagra Brands, Inc.",12/31/2007,11595.15729,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,5.480000019,6,5.349999905
COP,ConocoPhillips,12/31/2007,138757.2998,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101520,Other Fossil Fuel Exploration and Production,2510152025,Multinational Fossil Fuel Exploration/Production,2.51015E+11,Multinational Fossil Fuel Exploration/Production,6.28000021,5.829999924,5.610000134
CNX,CONSOL Energy Inc.,12/31/2007,13037.49688,25,Energy,2510,Upstream Energy,251010,Coal and Uranium Mining,25101020,Other International Coal Mining,2510102010,Other International Coal Mining,2.5101E+11,Multinational Coal Mining,2.930000067,5.5,6.059999943
ED,"Consolidated Edison, Inc.",12/31/2007,13288.41509,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Northeast Electric Utilities,7,7.159999847,6.800000191
STZ,"Constellation Brands, Inc. Class A",12/31/2007,5040.454495,-,-,-,-,-,-,-,-,-,-,-,-,2.910000086,5.420000076,5
CEG,Constellation Energy Group Inc.,12/31/2007,18295.16694,65,Utilities,6510,Utilities,651010,Energy Utilities,65101025,Wholesale Power Generation and Marketing,6510102530,US Traditional Fuel Wholesale Power,6.5101E+11,US Fossil Fuel Wholesale Power,5.480000019,5.679999828,4.199999809
CVG,Convergys Corporation,12/31/2007,2110.172,-,-,-,-,-,-,-,-,-,-,-,-,1.950000048,5.860000134,5.639999866
CBE,Cooper Industries PLC Cl A,12/31/2007,9489.523448,55,Technology,5510,Electronic Components and Manufacturing,551025,Electronic Equipment Manufacturing,55102510,Electronics Manufacturing Equipment,5510251010,Electronics Manufacturing Equipment Manufacturing,5.51025E+11,Electronics Manufacturing Equipment Manufacturing,5.150000095,6.170000076,7.170000076
GLW,Corning Inc,12/31/2007,37616.32,45,Non-Energy Materials,4515,Mining and Mineral Products,451515,Minerals,45151510,Nonmetallic Minerals Products,4515151020,Industrial Glass Products Manufacturing,4.51515E+11,Industrial Glass Products Manufacturing,5.539999962,5.809999943,5.050000191
COST,Costco Wholesale Corporation,12/31/2007,30342.94912,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101530,Warehouse Clubs and Superstores,5010153010,Warehouse Club Stores and Superstores,5.01015E+11,Warehouse Club Stores and Superstores,3.430000067,4.03000021,6.260000229
CFC,Countrywide Financial Corp.,12/31/2007,5171.202132,30,Finance,3010,Banking,301015,Mortgage Banking,30101510,Mortgage Banking,3010151020,Residential Mortgage Banking and Services,3.01015E+11,Diversified Residential Mortgage Banking/Services,2,2.609999895,4.21999979
CVH,Coventry Health Care Inc.,12/31/2007,9162.183,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151010,Health Plan Providers,3515101020,Other Managed Care,3.5151E+11,Other Managed Care,4.550000191,6,6.269999981
COV,Covidien Plc,12/31/2007,22069.22078,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,-,-,-
CSX,CSX Corporation,12/31/2007,17937.87605,40,Industrials,4015,Industrial Services,401510,Cargo Transportation and Infrastructure Services,40151020,Road and Rail Transportation Operators,4015102010,Rail Transportation,4.0151E+11,United States Class I Railroad Transportation,4.710000038,5.420000076,5.489999771
CMI,Cummins Inc.,12/31/2007,12877.107,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201010,Consumer Vehicle Parts Manufacturing,2020101015,Consumer Vehicle Powertrain and Chassis Makers,2.0201E+11,Powertrain Manufacturing,5.21999979,6.739999771,5.539999962
CVS,CVS Health Corporation,12/31/2007,57099.16575,35,Healthcare,3515,Healthcare Services,351520,Miscellaneous Healthcare,35152035,Diversified Healthcare Services,3515203510,Diversified Healthcare Services,3.5152E+11,Diversified Healthcare Services,2.420000076,2.650000095,2.680000067
DHI,"D.R. Horton, Inc.",12/31/2007,4148.246418,30,Finance,3025,Real Estate,302510,Home Builders and Manufactured Buildings,30251010,Home Builders,3025101010,Home Builders,3.0251E+11,Home Builders,3.059999943,4.690000057,3.789999962
DHR,Danaher Corporation,12/31/2007,27899.91616,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,2.809999943,2.329999924,3.779999971
DRI,"Darden Restaurants, Inc.",12/31/2007,3970.3297,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101025,Restaurants and Bars,1510102510,Full-Service Restaurants and Bars,1.5101E+11,United States Full-Service Restaurants and Bars,4.389999866,6.53000021,4.789999962
DF,Dean Foods Company,12/31/2007,3419.628572,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151515,Dairy and Dairy Alternative Production,5.01515E+11,Dairy Products Production,5.21999979,5.619999886,6.099999905
DE,Deere & Company,12/31/2007,40938.91494,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102025,Natural Resource and Construction Machinery Makers,4010202510,Agriculture and Farming Machinery Manufacturing,4.0102E+11,Agriculture and Farming Machinery Manufacturing,4.610000134,6.309999943,5.71999979
DELL,Dell Inc.,12/31/2007,54828.87,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152015,Computer Systems,5515201515,Multi-Type Business and Personal Systems,5.5152E+11,Multi-Type Business and Personal Systems,8.159999847,7.139999866,8.220000267
DDR,Developers Diversified Realty Corp.,12/31/2007,4573.67847,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Retail Equity REITs,3.769999981,5.5,4.179999828
DVN,Devon Energy Corporation,12/31/2007,39495.06674,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Pan-US Fossil Fuel Exploration/Production,3.920000076,2.220000029,4.099999905
DDS,"Dillard's, Inc. Class A",12/31/2007,1411.622663,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101510,Department Stores,5010151025,United States Department Stores,5.01015E+11,United States Department Stores,-,-,-
GMH,DirecTV Group Inc.,12/31/2007,26547.96085,-,-,-,-,-,-,-,-,-,-,-,-,3.450000048,4.639999866,3.849999905
DFS,Discover Financial Services,12/31/2007,-,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101520,Credit Cards,3.0301E+11,Credit Cards,-,-,-
D,Dominion Energy Inc,12/31/2007,27378.65,65,Utilities,6510,Utilities,651010,Energy Utilities,65101025,Wholesale Power Generation and Marketing,6510102525,US Other and Mixed Wholesale Power,6.5101E+11,US Mixed Wholesale Power,3.869999886,4.610000134,4.630000114
DOV,Dover Corporation,12/31/2007,8943.25327,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,1.110000014,2,3.109999895
DWDP,Dow Chemical Co.,12/31/2007,37069.24916,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DTE,DTE Energy Company,12/31/2007,7175.682896,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Midwest Electric Utilities,5.860000134,5.889999866,5.590000153
DUK,Duke Energy Corporation,12/31/2007,25454.54,25,Energy,2515,Downstream and Midstream Energy,251515,Midstream Energy,25151510,Natural Gas Pipeline and Storage Services,2515151010,International Natural Gas Pipeline and Storage,2.51515E+11,International Natural Gas Pipeline and Storage,4.96999979,7.300000191,6.519999981
DYN,Dynegy Inc.,12/31/2007,6017.733329,25,Energy,2515,Downstream and Midstream Energy,251515,Midstream Energy,25151510,Natural Gas Pipeline and Storage Services,2515151010,International Natural Gas Pipeline and Storage,2.51515E+11,International Natural Gas Pipeline and Storage,4.389999866,6.110000134,3.650000095
ETFC,E*TRADE Financial Corporation,12/31/2007,1636.187456,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102510,Brokerage Services,3.0201E+11,Retail Brokerage Services,5,5.559999943,5.059999943
DD,E. I. du Pont de Nemours and Company,12/31/2007,39649.65201,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102030,Other Specialty/Performance Chemical Manufacturing,4510203010,Diversified Specialty/Performance Chemicals Makers,4.5102E+11,Diversified Specialty/Performance Chemicals Makers,6.989999771,6.170000076,4.760000229
SSP,E. W. Scripps Company Class A,12/31/2007,7336.15789,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151010,Broadcast Media Services,1515101010,Radio and Television Broadcasting,1.5151E+11,Television Stations,2.119999886,4.289999962,3.690000057
EMN,Eastman Chemical Company,12/31/2007,4867.061132,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102035,Specialty/Performance Fibers and Polymer Products,4510203510,"Fibers, Polymers and Resins Manufacturing",4.5102E+11,Multi-Type Fibers and Polymers Manufacturing,5.059999943,5.190000057,4.480000019
EKDKQ,Eastman Kodak Company,12/31/2007,6283.9754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ETN,Eaton Corp.,12/31/2007,14154.7,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,-,-,-
EBAY,eBay Inc.,12/31/2007,44813.76861,-,-,-,-,-,-,-,-,-,-,-,-,5.570000172,3.970000029,4.949999809
ECL,Ecolab Inc.,12/31/2007,12639.91317,45,Non-Energy Materials,4520,Manufactured Products,452020,Other Materials,45202015,Diversified Materials,4520201510,Diversified Materials,4.5202E+11,Diversified Materials,7.139999866,5.380000114,7.78000021
EIX,Edison International,12/31/2007,17388.54406,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States West Electric Utilities,5.389999866,4.300000191,4.320000172
EP,El Paso Corp.,12/31/2007,12077.24943,25,Energy,2515,Downstream and Midstream Energy,251515,Midstream Energy,25151510,Natural Gas Pipeline and Storage Services,2515151015,US and Canada Natural Gas Pipeline and Storage,2.51515E+11,US and Canada Natural Gas Pipeline and Storage,2.640000105,2.779999971,3.359999895
EA,Electronic Arts Inc.,12/31/2007,18515.97,55,Technology,5520,Software and Consulting,552015,Software,55201540,General and Mixed-Type Software,5520154010,General and Mixed-Type Software,5.52015E+11,General and Mixed-Type Software,5.309999943,6.440000057,6.159999847
EDS.,Electronic Data Systems Corp.,12/31/2007,10569.45016,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,General Information Technology (IT) Consulting,5.929999828,6.949999809,7.320000172
LLY,Eli Lilly and Company,12/31/2007,60560.99504,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,5.110000134,7.949999809,5.480000019
